STEP | SAT_RAW | SAT_EMA | DEFICIT | RES_IDX | REM_H | TARGET_LVL | CURR_LVL | TX_INT | REWARD
----------------------------------------------------------------------------------------------
   0 | 1.0000 | 1.0000 | 0.0000 | 0.746 |  15.00 | 0.0000 | 0.0000 |  3600 | +0.4917
   1 | 1.0000 | 1.0000 | 0.0000 | 0.746 |  14.92 | 0.0000 | 0.0000 |  3600 | +0.4917
   2 | 0.9972 | 0.9986 | 0.0000 | 0.746 |  14.83 | 0.0000 | 0.0000 |  3600 | +0.4910
   3 | 0.9997 | 0.9991 | 0.0000 | 0.722 |  14.75 | 0.0000 | 0.0000 |  3600 | +0.4912
   4 | 0.9974 | 0.9982 | 0.0000 | 0.700 |  14.67 | 0.0000 | 0.0000 |  3600 | +0.4908
   5 | 0.9946 | 0.9964 | 0.0000 | 0.674 |  14.58 | 0.0000 | 0.0000 |  3600 | +0.4899
   6 | 0.9933 | 0.9948 | 0.0000 | 0.648 |  14.50 | 0.0000 | 0.0000 |  3600 | +0.4891
   7 | 0.9946 | 0.9947 | 0.0000 | 0.624 |  14.42 | 0.0000 | 0.0000 |  3600 | +0.4890
   8 | 0.7768 | 0.8857 | 0.0000 | 0.598 |  14.33 | 0.0000 | 0.0000 |  3600 | +0.4345
   9 | 0.9995 | 0.9426 | 0.0000 | 0.580 |  14.25 | 0.0000 | 0.0000 |  3600 | +0.4630
  10 | 0.9966 | 0.9696 | 0.0000 | 0.567 |  14.17 | 0.0000 | 0.0000 |  3600 | +0.4765
  11 | 0.9923 | 0.9810 | 0.0000 | 0.556 |  14.08 | 0.0000 | 0.0000 |  3600 | +0.4822
  12 | 0.9880 | 0.9845 | 0.0000 | 0.545 |  14.00 | 0.0000 | 0.0000 |  3600 | +0.4839
  13 | 0.9863 | 0.9854 | 0.0000 | 0.531 |  13.92 | 0.0000 | 0.0000 |  3600 | +0.4844
  14 | 0.9884 | 0.9869 | 0.0000 | 0.516 |  13.83 | 0.0000 | 0.0000 |  3600 | +0.4851
  15 | 0.9842 | 0.9856 | 0.0000 | 0.500 |  13.75 | 0.0000 | 0.0000 |  3600 | +0.4844
  16 | 0.9878 | 0.9867 | 0.0000 | 0.483 |  13.67 | 0.0000 | 0.0000 |  3600 | +0.4850
  17 | 0.9825 | 0.9846 | 0.0000 | 0.472 |  13.58 | 0.0000 | 0.0000 |  3600 | +0.4840
  18 | 0.9837 | 0.9842 | 0.0000 | 0.457 |  13.50 | 0.0000 | 0.0000 |  3600 | +0.4838
  19 | 0.9837 | 0.9840 | 0.0000 | 0.457 |  13.42 | 0.0000 | 0.0000 |  3600 | +0.4836
  20 | 0.9837 | 0.9838 | 0.0000 | 0.457 |  13.33 | 0.0000 | 0.0000 |  3600 | +0.4836
  21 | 0.9837 | 0.9838 | 0.0000 | 0.457 |  13.25 | 0.0000 | 0.0000 |  3600 | +0.4836
  22 | 0.9837 | 0.9838 | 0.0000 | 0.457 |  13.17 | 0.0000 | 0.0000 |  3600 | +0.4835
  23 | 0.9837 | 0.9838 | 0.0000 | 0.457 |  13.08 | 0.0000 | 0.0000 |  3600 | +0.4835
  24 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  13.00 | 0.0000 | 0.0000 |  3600 | +0.4835
  25 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.92 | 0.0000 | 0.0000 |  3600 | +0.4835
  26 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.83 | 0.0000 | 0.0000 |  3600 | +0.4835
  27 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.75 | 0.0000 | 0.0000 |  3600 | +0.4835
  28 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.67 | 0.0000 | 0.0000 |  3600 | +0.4835
  29 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.58 | 0.0000 | 0.0000 |  3600 | +0.4835
  30 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.50 | 0.0000 | 0.0000 |  3600 | +0.4835
  31 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.42 | 0.0000 | 0.0000 |  3600 | +0.4835
  32 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.33 | 0.0000 | 0.0000 |  3600 | +0.4835
  33 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.25 | 0.0000 | 0.0000 |  3600 | +0.4835
  34 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.17 | 0.0000 | 0.0000 |  3600 | +0.4835
  35 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.08 | 0.0000 | 0.0000 |  3600 | +0.4835
  36 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  12.00 | 0.0000 | 0.0000 |  3600 | +0.4835
  37 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.92 | 0.0000 | 0.0000 |  3600 | +0.4835
  38 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.83 | 0.0000 | 0.0000 |  3600 | +0.4835
  39 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.75 | 0.0000 | 0.0000 |  3600 | +0.4835
  40 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.67 | 0.0000 | 0.0000 |  3600 | +0.4835
  41 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.58 | 0.0000 | 0.0000 |  3600 | +0.4835
  42 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.50 | 0.0000 | 0.0000 |  3600 | +0.4835
  43 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.42 | 0.0000 | 0.0000 |  3600 | +0.4835
  44 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.33 | 0.0000 | 0.0000 |  3600 | +0.4835
  45 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.25 | 0.0000 | 0.0000 |  3600 | +0.4835
  46 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.17 | 0.0000 | 0.0000 |  3600 | +0.4835
  47 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.08 | 0.0000 | 0.0000 |  3600 | +0.4835
  48 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  11.00 | 0.0000 | 0.0000 |  3600 | +0.4835
  49 | 0.9837 | 0.9837 | 0.0000 | 0.457 |  10.92 | 0.0000 | 0.0000 |  3600 | +0.4835
